name,domain,pddl_num_predicates,pddl_num_action_schemas,pddl_has_derived_predicates,pddl_has_conditional_effects,pddl_has_negative_preconditions,pddl_precond_atoms_min,pddl_precond_atoms_mean,pddl_precond_atoms_max,pddl_add_eff_min,pddl_add_eff_mean,pddl_add_eff_max,pddl_del_eff_min,pddl_del_eff_mean,pddl_del_eff_max,pddl_num_objects,pddl_num_object_types,pddl_objects_by_type_total,pddl_objects_by_type_min,pddl_objects_by_type_max,pddl_objects_by_type_mean,pddl_objects_by_type_std,pddl_objects_by_type_entropy,pddl_objects_by_type_gini,pddl_objects_by_type_top1_frac,pddl_objects_by_type_top2_frac,pddl_objects_by_type_top3_frac,pddl_init_atoms,pddl_goal_atoms,fd_translate_seconds,fd_sas_num_vars,fd_sas_var_domain_min,fd_sas_var_domain_mean,fd_sas_var_domain_max,fd_sas_total_facts_proxy,fd_sas_num_operators,fd_sas_op_prevail_min,fd_sas_op_prevail_mean,fd_sas_op_prevail_max,fd_sas_op_effects_min,fd_sas_op_effects_mean,fd_sas_op_effects_max,fd_sas_num_mutex_groups,fd_sas_mutex_size_min,fd_sas_mutex_size_mean,fd_sas_mutex_size_max,fd_sas_num_axioms,sas_sas_domain_std,sas_sas_domain_median,sas_sas_domain_p25,sas_sas_domain_p75,sas_sas_domain_entropy,sas_op_prevail_std,sas_op_prevail_median,sas_op_effects_std,sas_op_effects_median,sas_op_mean_affected_vars,sas_op_mean_condition_vars,sas_op_affected_vars_fraction,sas_op_condition_vars_fraction,sas_op_mean_cond_to_eff_ratio,sas_cg_num_edges,sas_cg_edge_density,sas_cg_avg_out_degree,sas_cg_max_out_degree,sas_cg_avg_in_degree,sas_cg_max_in_degree,sas_cg_num_sources,sas_cg_num_sinks,sas_cg_num_isolated,sas_dtg_trans_min,sas_dtg_trans_mean,sas_dtg_trans_max,sas_dtg_trans_std,sas_dtg_trans_median,heur_probe_seconds,heur_h_ff_init,heur_h_add_init,heur_h_max_init,heur_helpful_actions_proxy,heur_relaxed_plan_length,heur_goal_count,heur_del_init_effect_fraction,heur_del_init_op_fraction,heur_del_init_effects_mean,heur_del_init_effects_max,lm_probe_seconds,lm_lm_num_landmarks,lm_lm_num_orderings_total,lm_lm_num_reasonable_orders,lm_lm_num_necessary_orders,lm_lm_num_greedy_necessary_orders,lm_lm_num_conjunctive_landmarks,lm_lm_num_disjunctive_landmarks,lm_goal_count,lm_landmarks_per_goal,lm_orderings_per_landmark
p11.pddl,agricola-sat18-strips,32,22,0,0,1,1,6.318181818181818,10,2,3.772727272727273,18,1,2.3636363636363638,5,40,5,40,4,16,8.0,4.516635916254486,1.4632087777489984,0.29000000000000004,0.4,0.65,0.775,252,2,4.362102847997448,94,2,2.3085106382978724,17,217,39319,0,3.374068516493298,4,1,3.130064345481828,16,0,0,0.0,0,0,1.6375032612907647,2.0,2.0,2.0,4.424834310570187,0.7686770935561651,4.0,0.7487767508952834,3.0,3.130064345481828,3.374068516493298,1.0,0.46808510638297873,1.1134294696900178,669,0.07652711050102952,7.117021276595745,68,7.117021276595745,29,6,44,6,1.0,1309.2659574468084,37120.0,5223.7930218998545,175.0,30.022369390004314,35.0,367.0,194.0,236,35,2,0.3804064320595429,0.9368498690200666,1.1906966097815306,3.0,30.033234132999496,68,449,27,0,422,0,1,2,34.0,6.602941176470588
p12.pddl,agricola-sat18-strips,32,22,0,0,1,1,6.318181818181818,10,2,3.772727272727273,18,1,2.3636363636363638,5,43,5,43,5,16,8.6,4.586937976471886,1.4746450450004462,0.2697674418604652,0.37209302325581395,0.6511627906976745,0.7674418604651163,259,2,5.315870078993612,104,2,2.2884615384615383,17,238,48179,0,3.3535772847091057,4,1,3.148591710081156,16,0,0,0.0,0,0,1.573048711426544,2.0,2.0,2.0,4.532717580991657,0.7772237079700077,4.0,0.7934698920128572,3.0,3.148591710081156,3.3535772847091057,1.0,0.4807692307692308,1.1065318911183466,822,0.07673637042569081,7.903846153846154,74,7.903846153846154,34,5,47,7,1.0,1458.6153846153845,44544.0,6034.57213177616,108.0,5.765390802000184,39.0,703.0,198.0,257,39,2,0.3706030482016665,0.9182838996243177,1.166877685298574,3.0,7.016777707998699,77,596,30,0,566,0,1,2,38.5,7.740259740259741
p13.pddl,agricola-sat18-strips,32,22,0,0,1,1,6.318181818181818,10,2,3.772727272727273,18,1,2.3636363636363638,5,46,5,46,5,16,9.2,4.791659420284375,1.477485785398672,0.26956521739130435,0.34782608695652173,0.6521739130434783,0.782608695652174,266,2,6.400232157000573,115,2,2.2695652173913046,17,261,58457,0,3.531912345826847,4,1,3.1822365157295107,16,0,0,0.0,0,0,1.5169863667980144,2.0,2.0,2.0,4.63897925296034,0.8289037350843046,4.0,0.868755747144549,3.0,3.1822365157295107,3.531912345826847,1.0,0.4956521739130435,1.1658769119833705,1011,0.07711670480549199,8.791304347826086,80,8.791304347826086,41,7,50,8,1.0,1617.6,51968.0,6845.016907655302,13.0,30.039069724996807,40.0,1312.0,186.0,293,40,2,0.3530619704984303,0.8844962964230118,1.12352669483552,3.0,30.036473782995017,86,757,33,0,724,0,1,2,43.0,8.80232558139535
p14.pddl,agricola-sat18-strips,32,22,0,0,1,1,6.318181818181818,10,2,3.772727272727273,18,1,2.3636363636363638,5,50,5,50,6,16,10.0,4.516635916254486,1.5099298604982763,0.23199999999999998,0.32,0.62,0.76,274,2,10.731846271002723,123,2,2.3252032520325203,17,286,94898,0,3.547124280806761,4,1,3.1821850829311473,16,0,0,0.0,0,0,1.579831909137056,2.0,2.0,2.0,4.694218495048716,0.8205674543158955,4.0,0.8273675749394814,3.0,3.1821850829311473,3.547124280806761,1.0,0.5121951219512195,1.1685356905617459,1166,0.07770225243236038,9.479674796747968,85,9.479674796747968,45,7,52,8,1.0,2455.1463414634145,85635.0,10728.933961305935,16.0,30.01077956300287,45.0,2620.0,187.0,368,45,2,0.34975478752115186,0.8970578937385403,1.1129844675335623,3.0,30.024513108000974,96,969,38,0,931,0,1,2,48.0,10.09375
p15.pddl,agricola-sat18-strips,32,22,0,0,1,1,6.318181818181818,10,2,3.772727272727273,18,1,2.3636363636363638,5,52,5,52,6,16,10.4,4.6303347611160905,1.5116382363535747,0.23076923076923084,0.3076923076923077,0.6153846153846154,0.7692307692307693,278,2,11.987620047999371,130,2,2.3153846153846156,17,301,103417,0,3.522061169827011,4,1,3.20208476362687,16,0,0,0.0,0,0,1.564188732388948,2.0,2.0,2.0,4.751012623113019,0.8328258521428611,4.0,0.868416431719749,3.0,3.20208476362687,3.522061169827011,1.0,0.5230769230769231,1.1598410637821404,1322,0.07883124627310674,10.169230769230769,89,10.169230769230769,49,6,54,8,1.0,2547.3076923076924,91344.0,11271.436803399012,16.0,30.034915775002446,50.0,5296.0,190.0,380,50,2,0.34046202627208216,0.8788400359708752,1.0901882669193652,3.0,30.009117634996073,105,1204,41,0,1163,0,1,2,52.5,11.466666666666667
p16.pddl,agricola-sat18-strips,32,22,0,0,1,1,6.318181818181818,10,2,3.772727272727273,18,1,2.3636363636363638,5,54,5,54,6,17,10.8,4.791659420284375,1.5111658756095558,0.23703703703703716,0.3148148148148148,0.6111111111111112,0.7777777777777778,282,2,11.817499725999369,137,2,2.3065693430656933,17,316,112310,0,3.497026088505031,4,1,3.2219036595138455,16,0,0,0.0,0,0,1.5546588510029324,2.0,2.0,2.0,4.804384810020517,0.8441584969211319,4.0,0.9070196719061765,3.0,3.2219036595138455,3.497026088505031,1.0,0.5328467153284672,1.1511589940635623,1484,0.07964791756118506,10.832116788321168,93,10.832116788321168,53,6,56,8,1.0,2641.2554744525546,97053.0,11820.523919761446,17.0,30.014771595997445,56.0,10780.0,217.0,392,56,2,0.3313011949636868,0.860644644288131,1.0674205324548125,3.0,30.011196968996956,114,1438,44,0,1394,0,1,2,57.0,12.614035087719298
p17.pddl,agricola-sat18-strips,32,22,0,0,1,1,6.318181818181818,10,2,3.772727272727273,18,1,2.3636363636363638,5,58,5,58,7,18,11.6,4.586937976471886,1.5318791447760352,0.21379310344827585,0.3103448275862069,0.5862068965517241,0.7586206896551724,290,2,19.125612954994722,145,2,2.3655172413793104,17,343,166825,0,3.4594155552225385,4,1,3.211437134722014,16,0,0,0.0,0,0,1.6642852586370307,2.0,2.0,2.0,4.843953816942656,0.8153828740720777,4.0,0.8595928761713746,3.0,3.211437134722014,3.4594155552225385,1.0,0.5448275862068965,1.137145011857942,1682,0.08055555555555556,11.6,98,11.6,57,6,58,8,1.0,3694.8137931034485,147492.0,17099.57280046582,20.0,30.035957530002634,59.0,21007.0,275.0,456,59,2,0.33418323540171874,0.8796343473699985,1.073208451970628,3.0,30.039922193995153,114,1618,44,0,1574,0,0,2,57.0,14.192982456140351
p18.pddl,agricola-sat18-strips,32,22,0,0,1,1,6.318181818181818,10,2,3.772727272727273,18,1,2.3636363636363638,5,60,5,60,7,19,12.0,4.8166378315169185,1.5289220580961784,0.21999999999999997,0.31666666666666665,0.5833333333333334,0.7666666666666667,294,2,33.74196569000196,152,2,2.3552631578947367,17,358,179057,0,3.5020412494345377,4,1,3.2272069787832924,16,0,0,0.0,0,0,1.659929828640681,2.0,2.0,2.0,4.8919284004511425,0.8415373580411122,4.0,0.8904281354666711,3.0,3.2272069787832924,3.5020412494345377,1.0,0.5526315789473685,1.1509971681138367,1857,0.08090798187521785,12.217105263157896,102,12.217105263157896,61,7,60,8,1.0,3801.6710526315787,155686.0,17808.798383537218,21.0,30.035522063000826,63.0,42024.0,278.0,491,63,2,0.32723317654632483,0.8656796439122737,1.0560491910397247,3.0,30.020523413993942,125,1991,48,0,1943,0,0,2,62.5,15.928
p19.pddl,agricola-sat18-strips,32,22,0,0,1,1,6.318181818181818,10,2,3.772727272727273,18,1,2.3636363636363638,5,62,5,62,7,20,12.4,5.083306010855534,1.5249136284136928,0.22580645161290325,0.3225806451612903,0.5806451612903226,0.7741935483870968,298,2,43.905649860003905,159,2,2.3459119496855347,17,373,191673,0,3.4873195494409748,4,1,3.242856323008457,16,0,0,0.0,0,0,1.6596863437236384,2.0,2.0,2.0,4.937485834927062,0.8343193683240718,4.0,0.9197284768999322,3.0,3.242856323008457,3.4873195494409748,1.0,0.559748427672956,1.146464899035939,2054,0.08176100628930817,12.918238993710691,106,12.918238993710691,65,7,62,8,1.0,3909.2327044025155,163880.0,18521.89581498257,23.0,30.030414901004406,68.0,85032.0,278.0,484,68,2,0.32041868307248766,0.851872720727489,1.0390717524116595,3.0,30.01925540999946,134,2313,51,0,2262,0,0,2,67.0,17.261194029850746
p20.pddl,agricola-sat18-strips,32,22,0,0,1,1,6.318181818181818,10,2,3.772727272727273,18,1,2.3636363636363638,5,64,5,64,7,21,12.8,5.3814496188294845,1.520078794581504,0.23124999999999996,0.328125,0.578125,0.78125,302,2,46.448734858000535,166,2,2.3373493975903616,17,388,204673,0,3.405212216560074,4,1,3.2582802812290823,16,0,0,0.0,0,0,1.6630434318545553,2.0,2.0,2.0,4.980860864154619,0.837769474878986,4.0,0.9474666481562511,3.0,3.2582802812290823,3.405212216560074,1.0,0.5662650602409639,1.118014914472285,2267,0.082767433369843,13.656626506024097,110,13.656626506024097,69,7,64,8,1.0,4017.3614457831327,172074.0,19239.95048842558,25.0,30.038404479993915,73.0,172047.0,323.0,498,73,2,0.31376615353240905,0.8382639625158179,1.0223380709717451,3.0,30.036657706004917,141,2569,53,0,2516,0,0,2,70.5,18.21985815602837
pfile06-021.pddl,barman-sat11-strips,15,12,0,0,0,1,4.333333333333333,7,2,2.8333333333333335,5,0,1.9166666666666667,4,32,7,32,1,10,4.571428571428571,3.0169588688489823,1.7334274846915239,0.3571428571428572,0.3125,0.5625,0.6875,59,9,0.8339552219986217,210,2,2.1,12,441,1390,0,2.0877697841726617,3,1,3.7021582733812948,7,11,3,3.0,3,0,0.9732126474429199,2.0,2.0,2.0,5.295628709221567,0.94423357307705,2.0,1.5036391168277623,4.0,3.7021582733812948,2.0877697841726617,1.0,0.3238095238095238,0.6431106541062652,1103,0.025131009341535657,5.252380952380952,197,5.252380952380952,20,2,131,11,4.0,24.504761904761907,832.0,65.64023502025826,6.0,30.02631381899846,28.0,274.0,14.0,44,28,9,0.3350174893120871,0.6489208633093525,1.2402877697841728,3.0,0.6735988069995074,70,162,15,0,147,0,2,9,7.777777777777778,2.3142857142857145
pfile06-022.pddl,barman-sat11-strips,15,12,0,0,0,1,4.333333333333333,7,2,2.8333333333333335,5,0,1.9166666666666667,4,32,7,32,1,10,4.571428571428571,3.0169588688489823,1.7334274846915239,0.3571428571428572,0.3125,0.5625,0.6875,59,9,0.8751637330060476,210,2,2.1,12,441,1390,0,2.0877697841726617,3,1,3.7021582733812948,7,11,3,3.0,3,0,0.9732126474429199,2.0,2.0,2.0,5.295628709221567,0.94423357307705,2.0,1.5036391168277623,4.0,3.7021582733812948,2.0877697841726617,1.0,0.3238095238095238,0.6431106541062652,1103,0.025131009341535657,5.252380952380952,197,5.252380952380952,20,2,131,11,4.0,24.504761904761907,832.0,65.64023502025826,6.0,30.031138903999818,27.0,306.0,14.0,44,27,9,0.3350174893120871,0.6489208633093525,1.2402877697841728,3.0,0.5047389210012625,70,170,16,0,154,0,2,9,7.777777777777778,2.4285714285714284
pfile06-023.pddl,barman-sat11-strips,15,12,0,0,0,1,4.333333333333333,7,2,2.8333333333333335,5,0,1.9166666666666667,4,32,7,32,1,10,4.571428571428571,3.0169588688489823,1.7334274846915239,0.3571428571428572,0.3125,0.5625,0.6875,59,9,0.7548871100007091,210,2,2.1,12,441,1390,0,2.0877697841726617,3,1,3.7021582733812948,7,11,3,3.0,3,0,0.9732126474429199,2.0,2.0,2.0,5.295628709221567,0.94423357307705,2.0,1.5036391168277623,4.0,3.7021582733812948,2.0877697841726617,1.0,0.3238095238095238,0.6431106541062652,1103,0.025131009341535657,5.252380952380952,197,5.252380952380952,20,2,131,11,4.0,24.504761904761907,832.0,65.64313677678491,6.0,1.716046515997732,28.0,274.0,14.0,44,28,9,0.3350174893120871,0.6489208633093525,1.2402877697841728,3.0,0.6489295229985146,68,159,13,0,146,0,2,9,7.555555555555555,2.338235294117647
pfile06-024.pddl,barman-sat11-strips,15,12,0,0,0,1,4.333333333333333,7,2,2.8333333333333335,5,0,1.9166666666666667,4,32,7,32,1,10,4.571428571428571,3.0169588688489823,1.7334274846915239,0.3571428571428572,0.3125,0.5625,0.6875,59,9,0.7294440330006182,210,2,2.1,12,441,1390,0,2.0877697841726617,3,1,3.7021582733812948,7,11,3,3.0,3,0,0.9732126474429199,2.0,2.0,2.0,5.295628709221567,0.94423357307705,2.0,1.5036391168277623,4.0,3.7021582733812948,2.0877697841726617,1.0,0.3238095238095238,0.6431106541062652,1103,0.025131009341535657,5.252380952380952,197,5.252380952380952,20,2,131,11,4.0,24.504761904761907,832.0,65.6405252016834,6.0,30.02885301999777,28.0,274.0,14.0,44,28,9,0.3350174893120871,0.6489208633093525,1.2402877697841728,3.0,0.601953682002204,70,162,15,0,147,0,2,9,7.777777777777778,2.3142857142857145
pfile07-025.pddl,barman-sat11-strips,15,12,0,0,0,1,4.333333333333333,7,2,2.8333333333333335,5,0,1.9166666666666667,4,34,7,34,1,11,4.857142857142857,3.440455593940656,1.705055956589944,0.37815126050420167,0.3235294117647059,0.5882352941176471,0.7058823529411765,64,10,0.8839829279968399,241,2,2.095435684647303,13,505,1596,0,2.0977443609022557,3,1,3.68796992481203,7,12,3,3.0,3,0,0.9995953107546186,2.0,2.0,2.0,5.432632531793693,0.9448289152061097,2.0,1.4856475054243785,4.0,3.68796992481203,2.0977443609022557,1.0,0.3070539419087137,0.6436985318181863,1277,0.022078146611341633,5.2987551867219915,227,5.2987551867219915,21,2,155,12,4.0,24.42323651452282,960.0,70.2356681937348,6.0,30.012854180997238,29.0,340.0,14.0,48,29,10,0.33707101597009853,0.6491228070175439,1.2431077694235588,3.0,0.6741653179997229,76,185,15,0,170,0,2,10,7.6,2.4342105263157894
